,treatment,gender,age,nationality,education,field_of_work,political_party,undefined_question_1,undefined_question_2,undefined_question_3,undefined_question_4,zsg_question_1,zsg_question_2,zsg_question_3,zsg_question_4,nzsg_question_1,nzsg_question_2,nzsg_question_3,nzsg_question_4,nbzsg_avg,nredist_avg,bzsg_factor,redist_factor,redist_factor_2,undefined_effort_diff,zsg_effort_diff,nzsg_effort_diff,undefined_effort_diff_d,zsg_effort_diff_d,nzsg_effort_diff_d,undefined_effort_winner,zsg_effort_winner,nzsg_effort_winner,undefined_effort_loser,zsg_effort_loser,nzsg_effort_loser,counter,diff_zs_nzs,avg_redist_amount,zero_redist
159,treatment_4,1.0,51.0,1.0,3.0,12.0,7.0,0.8333333333333334,1.0,0.5,0.5,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.125,1.0,0.08452249575652361,1.0255101518385132,0.7356057766366939,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.16666666666666666,0
160,treatment_5,1.0,25.0,1.0,2.0,7.0,1.0,0.3333333333333333,1.0,0.35,0.19999999999999996,0.3333333333333333,1.0,0.40625,0.255,0.0,0.0,0.0,0.0,0.3958333333333333,0.625,0.3564367456449166,0.6677909012172045,0.32335111978395437,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.40625,0.2520833333333333,0
161,treatment_6,2.0,70.0,1.0,4.0,14.0,1.0,0.16666666666666666,1.0,0.5,0.5,0.3333333333333333,1.0,0.38125,0.0,0.5,1.0,0.0,0.9,0.5833333333333334,1.0,0.6697836133931678,1.0255101518385132,0.7356057766366939,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.38125,0.29375,0
162,treatment_1,2.0,26.0,1.0,3.0,10.0,6.0,0.6666666666666666,1.0,0.37625,0.25,0.8333333333333334,0.0,0.0,0.0,0.8333333333333334,1.0,0.5,0.75,0.3125,0.9166666666666666,0.3088018453219795,1.0012666394746923,0.47520909025522634,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,-0.5,0.2920833333333333,0
163,treatment_2,2.0,18.0,1.0,3.0,13.0,6.0,0.8333333333333334,1.0,0.50125,0.49875,0.6666666666666666,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.3333333333333333,0.7916666666666666,0.35876916900969,0.7854458088155575,0.6403496364838092,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.5004166666666666,0
164,treatment_3,1.0,25.0,1.0,1.0,8.0,4.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.24999999999999997,0.28977490155689545,0.2591010699249837,0.21620154160563612,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.0,1
165,treatment_4,2.0,26.0,1.0,1.0,8.0,6.0,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.35416666666666663,0.5416666666666666,0.32568496282133064,0.4822891289397791,0.7200002318146118,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.16666666666666666,0
166,treatment_5,1.0,27.0,1.0,3.0,13.0,6.0,0.3333333333333333,1.0,0.7,0.15000000000000002,0.6666666666666666,1.0,0.3225,0.25,0.3333333333333333,0.0,0.0,0.0,0.20833333333333331,0.9166666666666666,0.17915543664066974,0.929484414629331,0.69750332057554,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.3225,0.3408333333333333,0
167,treatment_6,1.0,32.0,3.0,2.0,10.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.6458333333333334,0.5833333333333333,0.6854765898816845,0.7326800538299562,-0.06614020224155959,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.3333333333333333,0
168,treatment_1,1.0,29.0,1.0,2.0,12.0,6.0,0.5,1.0,0.25,0.10125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.45833333333333337,0.22584994537305356,0.43261187205187845,0.496753163564368,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.08333333333333333,0
170,treatment_3,1.0,45.0,1.0,1.0,9.0,6.0,0.5,1.0,0.5,0.5,0.6666666666666666,1.0,0.5,0.5,0.5,1.0,0.505,0.49625,0.5833333333333333,0.8333333333333334,0.6469773773716191,0.81608633880143,0.7426513032813017,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,-0.0050000000000000044,0.5016666666666666,0
172,treatment_5,2.0,43.0,1.0,1.0,11.0,6.0,0.3333333333333333,0.0,0.0,0.0,0.5,1.0,0.3725,0.2025,0.3333333333333333,0.0,0.0,0.0,0.5208333333333334,0.625,0.5694499950673699,0.6689373364024481,0.3787048821576288,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.3725,0.12416666666666666,0
173,treatment_6,2.0,42.0,1.0,1.0,11.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4583333333333333,0.5833333333333333,0.4948740933215393,0.6635121709592449,0.13765465382152076,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.0,1
174,treatment_1,2.0,61.0,1.0,1.0,7.0,6.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3958333333333333,0.5,0.4258581488587061,0.49685064408994467,0.3772001904543548,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0,1
175,treatment_2,1.0,18.0,1.0,3.0,13.0,6.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.4166666666666667,0.8333333333333334,0.402669783317412,0.8519774512241108,0.631504188121145,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0,1
177,treatment_4,1.0,25.0,1.0,1.0,10.0,5.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.20125,0.0,0.2708333333333333,0.7916666666666667,0.22731156826339666,0.7892065859754512,0.6772040246002503,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,-0.20125,0.06708333333333334,0
178,treatment_5,2.0,29.0,1.0,1.0,9.0,5.0,0.6666666666666666,1.0,0.25,0.15000000000000002,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0625,1.0,0.042261247878261805,1.0255101518385132,0.7356057766366939,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.08333333333333333,0
180,treatment_1,1.0,32.0,3.0,1.0,13.0,8.0,0.16666666666666666,1.0,0.18,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.22916666666666666,0.5416666666666667,0.15866081315855865,0.6366324181332663,0.07220737514046931,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.06,0
181,treatment_2,2.0,33.0,3.0,1.0,13.0,8.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.29166666666666663,0.5,0.19325351217633732,0.6803884549674054,-0.27088789623457016,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0,1
182,treatment_3,1.0,51.0,1.0,1.0,10.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.14583333333333331,0.7916666666666667,0.11810530871504095,0.8957334880582499,0.28840891674610547,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.0,1
183,treatment_4,2.0,31.0,1.0,1.0,10.0,6.0,0.3333333333333333,1.0,0.2,0.1,0.5,1.0,0.25,0.15000000000000002,0.5,1.0,0.185,0.0,0.3541666666666667,0.9583333333333334,0.36842191466560187,0.9601249446152034,0.7998049873730325,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.065,0.21166666666666667,0
184,treatment_5,2.0,21.0,1.0,3.0,13.0,6.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.5833333333333333,1.0,0.6165882651318104,1.0255101518385132,0.7356057766366939,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.0,1
185,treatment_6,1.0,22.0,1.0,3.0,13.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.24999999999999997,0.5833333333333334,0.26045956540731563,0.6461398323405263,0.22090509258843635,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.0,1
186,treatment_1,2.0,32.0,1.0,4.0,5.0,8.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.6874999999999999,0.75,0.7112591230470191,0.7505046500842174,0.5288015371670658,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0,1
187,treatment_2,2.0,23.0,3.0,3.0,15.0,1.0,0.0,1.0,0.4875,0.74875,0.3333333333333333,1.0,0.54,0.6,1.0,0.0,0.0,0.0,0.25,0.25,0.2690098065974258,0.07273053709146224,0.7811900591444025,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.54,0.3425,0
188,treatment_3,1.0,29.0,3.0,1.0,13.0,2.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.7916666666666666,0.7519762595577042,0.8983478300329002,0.2699095424888721,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.0,1
189,treatment_4,1.0,65.0,1.0,2.0,14.0,8.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3541666666666667,0.5833333333333334,0.3757101786822201,0.6356824644419253,0.2949025896173696,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.0,1
190,treatment_5,2.0,21.0,1.0,1.0,15.0,6.0,0.3333333333333333,1.0,0.25,0.25,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.6249999999999999,0.875,0.650137606869101,0.9558681128447515,0.43765848796741613,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.08333333333333333,0
191,treatment_6,2.0,69.0,1.0,1.0,14.0,7.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.25,0.7083333333333334,0.19238254533240026,0.6746620749623068,0.6669982449323376,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.0,1
192,treatment_1,2.0,29.0,2.0,1.0,13.0,8.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.4583333333333333,0.875,0.5333579897872182,0.989144883292782,0.34501074706449264,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0,1
193,treatment_2,2.0,55.0,1.0,5.0,14.0,8.0,0.8333333333333334,1.0,0.57875,0.57625,0.6666666666666666,1.0,0.42,0.56,0.16666666666666666,1.0,0.85,0.5,0.6458333333333334,0.5833333333333334,0.6685627447634704,0.659429922195188,0.23000716470966176,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,-0.43,0.61625,0
194,treatment_3,1.0,20.0,1.0,1.0,1.0,3.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.46875,0.18,0.49999999999999994,0.75,0.5994319708784472,0.8529493034029593,0.23235894020106188,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,-0.46875,0.15625,0
195,treatment_4,1.0,27.0,1.0,3.0,8.0,3.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5416666666666666,0.3333333333333333,0.5401411151562594,0.3791957364915918,0.06020167375450014,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.0,1
196,treatment_5,1.0,23.0,1.0,3.0,8.0,7.0,0.16666666666666666,1.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666667,0.6666666666666666,0.6229390051670537,0.6451679801616778,0.6200503405085195,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.08333333333333333,0
197,treatment_6,2.0,22.0,1.0,3.0,12.0,5.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.20833333333333331,0.7083333333333334,0.21319154107395114,0.8049364347983681,0.21330771217048494,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.0,1
198,treatment_1,2.0,22.0,1.0,3.0,13.0,7.0,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2708333333333333,0.5,0.2720128158243074,0.4542629409285567,0.5991991907598859,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0,1
199,treatment_2,1.0,21.0,1.0,3.0,2.0,4.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.2916666666666667,0.75,0.2760851819830889,0.783781420532248,0.43615379626414225,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0,1
200,treatment_3,1.0,21.0,3.0,2.0,2.0,8.0,0.6666666666666666,1.0,0.4,0.4,0.3333333333333333,1.0,0.5,0.5,0.3333333333333333,1.0,0.43875,0.43875,0.2708333333333333,0.6666666666666666,0.20952670682520205,0.795429020591108,0.06460999472251786,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.06125000000000003,0.44625000000000004,0
201,treatment_4,1.0,33.0,1.0,1.0,13.0,5.0,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,1.0,0.50125,0.49875,0.875,0.9583333333333334,0.8787425291344297,0.9801116252085723,0.6980551743488838,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,-0.0012499999999999734,0.5004166666666666,0
202,treatment_5,1.0,25.0,1.0,1.0,13.0,6.0,0.6666666666666666,1.0,0.25,0.15000000000000002,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.75,0.3184204820050619,0.6879302663294607,0.8525503504967458,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.08333333333333333,0
203,treatment_6,2.0,41.0,1.0,2.0,7.0,6.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.5208333333333333,0.4166666666666667,0.55785967853888,0.4873651283701922,0.052052439563205,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.0,1
204,treatment_1,1.0,64.0,1.0,5.0,14.0,2.0,0.5,1.0,0.315,0.2625,0.5,1.0,0.2,0.0,0.5,0.0,0.0,0.0,0.3958333333333333,0.7916666666666667,0.3842098704426877,0.7706878121714891,0.7051007009934914,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.2,0.17166666666666666,0
205,treatment_2,2.0,61.0,1.0,4.0,10.0,2.0,0.5,1.0,0.1875,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,0.625,0.6939927493350438,0.7939830122892091,-0.03798690208975721,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0625,0
206,treatment_3,2.0,40.0,1.0,1.0,7.0,3.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.65,0.65,0.16666666666666666,0.0,0.0,0.0,0.375,0.125,0.3990326486470944,0.1029188094417922,0.20529954776635428,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.65,0.21666666666666667,0
207,treatment_4,1.0,27.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666666,0.4166666666666667,0.0977335705729797,0.44592386039404797,0.32940520224241054,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.0,1
208,treatment_5,2.0,24.0,3.0,3.0,13.0,8.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,-0.0,0.6012373603211434,0.5086466015898014,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.0,1
209,treatment_6,2.0,24.0,1.0,3.0,10.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.18749999999999997,0.29166666666666663,0.19801738555594545,0.25793273625223245,0.3372978126751445,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.0,1
210,treatment_1,1.0,35.0,1.0,1.0,7.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.37500000000000006,0.375,0.3867089066675363,0.2648039099973346,0.6809449378235276,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0,1
211,treatment_2,1.0,23.0,1.0,1.0,13.0,1.0,0.3333333333333333,1.0,0.315,0.19,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.20833333333333331,0.4583333333333333,0.20585886954810234,0.49279029381339545,0.2931026678993131,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.105,0
212,treatment_3,2.0,22.0,3.0,3.0,13.0,8.0,0.3333333333333333,1.0,0.3,0.3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.5,0.254887428349073,0.5674864337500626,0.09955219776036682,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.09999999999999999,0
213,treatment_4,1.0,20.0,1.0,3.0,13.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6041666666666667,0.45833333333333337,0.6487667496186057,0.45292002424941036,0.26579645153563697,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.0,1
214,treatment_5,1.0,20.0,1.0,3.0,13.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.625,0.5833333333333334,0.6490511444927065,0.6556691450352943,0.19315277659322064,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.0,1
215,treatment_6,1.0,19.0,1.0,3.0,13.0,6.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333334,1.0,0.3725,0.21625,0.3333333333333333,0.0,0.0,0.0,0.35416666666666663,0.7916666666666667,0.3311322276994624,0.8091932665688201,0.5754542115761014,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.3725,0.12416666666666666,0
216,treatment_1,1.0,42.0,1.0,3.0,10.0,6.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.5,0.75,0.16666666666666666,0.875,0.13930512287048774,0.989144883292782,0.34501074706449264,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,-0.5,0.16666666666666666,0
217,treatment_2,2.0,23.0,1.0,1.0,13.0,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6041666666666666,0.75,0.6290921540686227,0.7374329402109663,0.6212984084532323,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0,1
218,treatment_3,2.0,28.0,1.0,1.0,4.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.85,0.75,0.5,0.0,0.0,0.0,0.25,0.75,0.28920868757283147,0.847720619453659,0.26935768871552845,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.85,0.2833333333333333,0
219,treatment_4,1.0,25.0,1.0,1.0,13.0,6.0,0.3333333333333333,1.0,0.4,0.4,0.6666666666666666,1.0,0.25,0.25,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.9166666666666667,0.12392485704773762,0.9653755270520117,0.5863562054153832,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.25,0.21666666666666667,0
220,treatment_5,2.0,19.0,1.0,3.0,13.0,6.0,0.3333333333333333,1.0,0.30000000000000004,0.15000000000000002,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.625,0.4452586181132948,0.7048284488251289,0.267557766997472,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.10000000000000002,0
221,treatment_6,2.0,22.0,1.0,3.0,13.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.27083333333333337,0.8333333333333334,0.24571795916004857,0.8719641318174797,0.5297543750969961,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.0,1
222,treatment_1,1.0,26.0,1.0,1.0,11.0,2.0,0.3333333333333333,1.0,0.255,0.12625,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.47916666666666663,0.7083333333333334,0.4712631457805919,0.7464442998076682,0.44470401461202386,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.085,0
223,treatment_2,2.0,21.0,3.0,3.0,15.0,8.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.4375,0.5,0.46411811935104214,0.5127550759192566,0.36780288831834695,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0,1
224,treatment_3,2.0,30.0,3.0,1.0,10.0,1.0,0.3333333333333333,1.0,0.3,0.2,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,1.0,0.135,0.0,0.18749999999999997,0.8750000000000001,0.18685960553722833,0.9199770004220708,0.548805603127573,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,-0.135,0.145,0
225,treatment_4,2.0,18.0,1.0,3.0,13.0,6.0,0.6666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.4583333333333333,0.6666666666666666,0.3941451027140062,0.7184181117964459,0.323902973557298,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.0,1
226,treatment_5,2.0,19.0,1.0,3.0,13.0,8.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.75,0.6816044441213647,0.7531189920588677,0.5103021629098323,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.0,1
227,treatment_6,2.0,25.0,1.0,3.0,13.0,6.0,0.5,1.0,0.5,0.5,0.6666666666666666,1.0,0.49875,0.49625,0.6666666666666666,1.0,0.5,0.5,0.35416666666666663,0.9583333333333334,0.33948603369262526,0.9801116252085723,0.6980551743488838,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,-0.0012499999999999734,0.4995833333333333,0
228,treatment_1,1.0,26.0,3.0,1.0,13.0,1.0,0.6666666666666666,1.0,0.30875,0.3175,0.8333333333333334,1.0,0.22,0.3,0.8333333333333334,1.0,0.8,0.8,0.41666666666666663,1.0,0.4490241410563989,1.0255101518385132,0.7356057766366939,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,-0.5800000000000001,0.4429166666666667,0
229,treatment_2,2.0,20.0,1.0,3.0,13.0,8.0,0.6666666666666666,1.0,0.465,0.40125,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.5833333333333334,0.7083333333333333,0.5939558892248273,0.7612022964517366,0.3799529501023416,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.155,0
230,treatment_3,2.0,21.0,1.0,3.0,13.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.75,1.0,0.8333333333333334,0.0,0.0,0.0,0.6458333333333333,0.8333333333333334,0.6548192583429953,0.9078552442401603,0.41860725993683917,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.75,0.25,0
231,treatment_4,2.0,24.0,1.0,1.0,13.0,6.0,0.5,1.0,0.06,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.5,0.39574061418237905,0.5434175043926369,0.29365452167265677,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.02,0
232,treatment_5,2.0,20.0,1.0,4.0,13.0,8.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.5,1.0,0.4,0.22,0.20833333333333334,0.9166666666666666,0.18368695570834642,1.0012666394746923,0.47520909025522634,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,-0.4,0.13333333333333333,0
233,treatment_6,2.0,30.0,1.0,1.0,10.0,5.0,0.16666666666666666,1.0,0.35,0.19999999999999996,0.6666666666666666,1.0,0.50125,0.50375,0.6666666666666666,1.0,0.5,0.6,0.45833333333333337,1.0,0.48008799701037747,1.0255101518385132,0.7356057766366939,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0012499999999999734,0.45041666666666663,0
234,treatment_1,1.0,23.0,1.0,2.0,8.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.5625,0.9166666666666667,0.551768165486604,0.967989869026662,0.5678568311581499,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.0,1
235,treatment_2,2.0,42.0,1.0,4.0,15.0,3.0,0.8333333333333334,1.0,0.49625,0.2725,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.6875,1.0,0.6834157755360051,1.0255101518385132,0.7356057766366939,0.333,0.099,0.385,0,0,1,6,142,17,4,105,13,1,0.0,0.16541666666666668,0
236,treatment_3,1.0,22.0,1.0,3.0,15.0,6.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.1875,0.5416666666666667,0.17281546321773622,0.5596215093386041,0.33150035397524946,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,0.0,0.0,1
237,treatment_4,2.0,55.0,1.0,2.0,11.0,6.0,0.5,1.0,0.5,0.4,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.37625,0.33375,0.14583333333333331,0.75,0.12909625559237006,0.7374329402109663,0.6212984084532323,0.099,0.385,0.333,0,1,0,142,17,6,105,13,4,1,-0.37625,0.2920833333333333,0
238,treatment_5,1.0,23.0,1.0,1.0,8.0,5.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.27083333333333337,0.7083333333333334,0.22515192642175613,0.8355988632717486,0.13915934552479467,0.385,0.333,0.099,1,0,0,17,6,142,13,4,105,1,0.0,0.0,1
